พื้นที่ขาย(ตรม.),พื้นที่ Back Room(ตรม.),พื้นที่รวม(ตรม.),จำนวน Opentype 0.9 m,จำนวน Opentype 1.92 m,จำนวนตู้แช่ข้าวกล่องตัว,จำนวนตู้แช่ข้าวกล่องบาน,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,0.00,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep
123.63,40.65,164.28,0,3,2,0,"12,040","10,604","13,321","13,504","13,879","12,958","12,779","13,286","13,261","13,554","12,134","12,009","12,473","11,420","13,658","14,196","14,768","14,359","14,360","13,640","13,783","15,054","14,206","14,031","13,432","13,770","16,281","16,573","17,358","16,051","15,287","15,566","14,466","16,194","15,253","13,913","14,679","13,635","16,252","14,956","16,382","14,337","15,195","14,357","14,766","14,879","14,783","14,911","14,202","13,774","17,270","16,686","17,035","15,891","16,657","15,073","13,767",0.00,"39,316","35,710","41,936","41,396","41,776","41,661","42,402","42,907","43,688","43,780","41,620","44,331","45,128","41,533","46,667","44,614","47,293","49,873","46,493","44,922","44,847","48,863","45,300","47,723","47,095","44,483","49,995","48,580","50,673","48,820","49,569","49,531","46,598","48,936","47,167","47,377","49,624","47,068","48,592","35,870","40,351","39,778","42,916","41,820","40,105","39,255","36,950","39,158","38,110","36,793","41,690","39,066","39,886","39,763","37,440","31,771","30,209"
204.96,62.18,267.14,0,3,2,0,"14,110","12,692","15,160","15,578","16,011","15,089","14,444","16,265","15,108","15,164","14,101","13,204","13,902","12,591","15,286","16,455","15,603","15,445","15,858","16,319","14,325","16,024","14,563","15,588","16,041","14,767","16,867","17,298","19,151","17,132","17,601","18,132","16,339","18,315","16,010","15,501","16,676","15,698","18,435","19,434","19,788","17,463","19,558","18,864","18,427","16,596","15,744","16,012","14,426","13,013","16,457","15,795","16,773","16,284","15,874","15,819","15,589",0.00,"31,725","28,678","33,677","32,232","31,477","31,059","32,171","32,285","32,052","32,254","30,012","30,781","30,902","28,622","33,717","32,459","33,211","32,594","33,875","32,713","31,761","34,197","32,724","33,688","33,989","31,208","35,812","35,349","35,174","33,594","35,411","35,154","32,277","34,267","32,635","31,699","32,206","31,774","34,770","26,152","28,548","26,317","28,805","28,560","27,637","27,009","26,442","26,525","24,404","23,779","26,813","24,838","26,698","27,052","24,775","21,651","19,388"
208.57,86.61,295.18,0,3,2,0,"15,326","13,815","19,402","18,848","19,920","20,501","19,750","22,099","18,356","20,174","15,314","16,032","16,592","17,218","19,740","20,105","20,899","19,398","18,593","21,081","19,356","21,520","18,782","18,690","18,181","18,409","23,215","22,685","24,661","21,669","21,230","21,138","19,385","20,806","17,733","18,098","18,884","17,460","24,616","19,943","21,482","21,406","21,845","19,894","20,672","16,823","18,607","17,910","16,932","17,020","22,170","21,793","22,726","21,944","21,582","20,676","18,968",0.00,"56,610","54,235","61,893","59,955","60,272","59,103","60,325","61,181","58,667","58,394","52,534","56,296","58,720","53,880","59,727","58,573","59,843","56,011","58,246","58,945","56,803","60,149","55,345","58,979","58,872","56,285","62,053","60,944","62,219","60,263","64,082","63,557","58,557","61,151","55,968","59,263","58,885","55,960","57,569","37,148","40,612","41,043","45,740","45,729","45,928","46,207","47,458","47,676","45,105","42,303","50,416","44,695","43,519","42,130","31,821","33,910","35,839"
195.27,76.31,271.58,2,3,3,0,"11,522","9,362","12,609","13,608","14,151","14,382","12,700","14,044","13,405","13,010","12,658","11,119","10,544","10,430","12,863","14,122","14,280","14,285","12,914","13,251","12,856","13,471","13,597","11,865","12,196","10,923","13,197","16,660","16,347","13,758","14,712","12,986","13,330","5,788","9,480","11,672","13,102","11,956","15,231","14,942","19,194","16,577","16,843","15,289","15,386","14,503","13,736","12,622","13,004","12,114","16,132","17,364","18,593","17,174","16,141","17,293","15,313",0.00,"29,717","25,327","30,557","36,011","30,807","29,451","31,056","29,617","31,555","32,600","30,981","34,716","31,270","28,119","33,905","38,979","33,700","32,843","35,160","33,404","34,385","38,035","37,776","42,236","36,940","33,023","38,234","41,663","37,277","35,694","36,747","33,476","33,241","11,843","23,991","37,758","35,927","32,441","33,919","26,263","29,102","32,006","32,814","29,598","27,514","29,597","30,346","33,704","30,880","25,799","30,835","31,472","28,823","29,978","25,994","28,911","29,609"
216.3,77.1,293.4,0,4,2,0,"14,923","14,040","16,356","15,528","16,106","15,692","16,451","16,041","15,573","16,273","15,388","15,434","15,766","15,048","17,496","17,873","17,207","16,800","18,215","18,280","17,311","17,915","17,207","18,130","18,294","17,056","19,665","21,062","20,763","19,968","20,405","19,488","18,148","18,183","20,405","21,946","22,522","20,511","23,532","23,347","23,933","22,022","21,920","22,714","21,646","22,734","19,926","19,520","21,540","20,643","24,456","22,581","22,739","23,056","22,808","22,605","21,635",0.00,"36,877","32,856","38,953","37,553","36,469","38,047","39,735","36,354","36,398","37,466","35,062","40,261","38,569","35,674","40,956","40,275","37,611","38,376","37,727","35,434","34,163","36,939","35,871","40,806","39,111","35,999","40,378","38,739","38,626","38,925","39,654","36,782","36,809","36,318","37,747","40,985","39,789","36,982","39,458","29,845","31,501","30,392","34,032","32,919","30,075","33,586","30,404","33,139","33,267","31,308","34,140","31,430","30,081","29,248","27,592","28,944","28,066"
208.48,65.47,273.95,1,3,2,0,"11,868","10,847","12,838","12,829","13,005","12,357","12,564","12,872","12,751","13,507","12,623","12,630","12,704","11,971","14,406","14,053","13,882","13,203","13,977","13,774","12,872","14,163","13,962","14,663","14,566","14,223","17,781","19,431","18,876","17,046","15,483","17,494","15,972","15,976","15,414","15,824","16,242","15,780","17,928","18,750","18,030","16,298","16,209","17,119","16,643","17,641","17,690","17,923","17,698","15,763","17,899","18,509","18,600","17,725","17,548","16,937","16,414",0.00,"21,154","18,958","22,510","23,247","21,046","21,808","22,812","21,470","22,436","22,492","19,577","24,421","22,359","19,466","23,044","24,738","20,763","20,669","21,888","20,296","19,472","22,294","20,568","23,313","22,507","19,999","24,359","24,613","23,473","22,136","22,768","22,198","22,301","22,742","21,287","24,305","24,262","21,951","23,514","17,567","20,385","20,097","20,730","20,254","18,899","20,083","19,791","20,476","20,023","17,392","19,393","19,894","19,055","18,684","16,766","17,497","18,342"
166.71,11.32,178.03,0,3,2,0,"12,889","10,180","13,404","14,198","14,120","13,645","13,761","13,717","13,289","15,168","12,305","12,527","12,647","13,611","14,557","16,089","12,874","14,129","14,028","14,651","11,831","16,863","13,890","12,375","15,633","12,775","15,226","15,034","15,843","14,968","14,944","15,029","14,679","13,641","14,091","14,005","15,287","14,508","16,463","16,157","18,034","15,182","16,900","15,872","14,574","17,510","14,276","15,330","15,040","14,340","17,535","17,854","17,287","17,910","17,962","17,304","16,951",0.00,"29,560","27,481","33,957","32,092","32,605","31,867","32,115","33,738","38,517","39,511","36,336","38,752","37,690","36,334","41,550","38,494","37,780","37,288","38,469","38,591","36,365","38,665","36,069","38,333","39,635","36,145","41,700","40,385","38,800","38,644","41,398","38,741","36,518","37,860","37,634","39,921","39,971","36,312","40,132","30,395","32,143","31,146","32,962","32,437","29,934","29,735","28,771","30,626","31,792","27,754","31,029","29,706","28,711","30,031","29,394","28,218","27,324"
198.48,52.9,251.38,0,3,2,0,"12,330","11,043","13,972","13,193","13,632","13,160","12,883","13,716","12,806","13,388","12,801","12,582","13,091","12,008","14,461","14,746","13,446","13,884","14,306","13,432","14,567","14,866","14,583","15,052","15,817","14,212","15,972","17,415","16,192","15,074","17,235","15,305","16,092","14,302","13,750","14,690","16,006","14,998","17,236","17,298","18,140","18,004","17,772","18,098","15,902","16,575","15,593","16,028","15,795","14,367","16,340","16,436","16,922","15,280","17,075","15,714","14,499",0.00,"27,315","25,469","29,581","28,848","28,125","28,921","29,067","28,332","28,207","30,859","27,215","30,481","29,616","27,862","32,971","31,624","30,362","30,005","30,617","29,775","28,305","31,246","30,205","32,064","31,748","30,441","34,477","32,831","31,720","31,030","32,942","31,358","30,194","30,031","28,879","31,968","33,427","32,587","34,602","27,772","31,891","30,602","32,354","30,692","27,810","29,975","27,331","28,147","28,448","25,991","27,687","27,770","26,573","26,379","26,200","26,093","26,344"
185.88,23.75,209.63,0,3,2,0,"12,905","11,809","15,132","16,895","15,608","14,207","14,570","14,845","14,836","14,812","13,488","14,154","13,712","12,317","15,906","16,936","17,220","15,717","15,558","16,000","15,934","16,960","15,344","15,004","13,390","13,546","16,398","17,850","17,355","15,688","16,382","16,331","14,712","15,734","12,904","12,374","13,064","12,131","15,572","15,321","16,915","15,893","16,701","15,685","15,654","15,580","12,334","12,995","12,324","11,802","15,298","16,071","16,596","16,136","16,609","16,755","15,226",0.00,"44,627","42,504","62,129","64,876","57,473","44,157","48,976","55,754","58,512","63,475","56,674","55,325","51,874","47,455","62,339","61,028","56,888","42,683","46,747","55,675","53,682","62,538","53,233","47,104","33,897","33,086","42,307","41,476","36,951","29,021","34,092","34,114","33,331","36,003","30,912","28,639","28,420","26,829","32,405","19,122","18,023","18,145","25,182","28,590","26,720","24,943","26,312","22,631","22,640","21,215","23,554","22,657","17,674","17,007","19,346","19,794","19,021"
125.65,41.65,167.3,0,3,2,0,"9,608","9,853","9,524","11,365","12,032","11,136","11,039","11,177","11,417","10,645","10,595","10,089","9,962","11,022","10,633","12,605","12,122","12,221","12,111","12,155","11,816","11,638","11,863","11,526","11,257","11,229","11,466","13,299","14,434","13,084","11,846","12,715","12,256","11,598","12,226","11,192","11,067","11,979","11,503","11,900","11,389","12,274","11,861","11,392","11,233","10,768","9,867","9,582","9,269","8,926","9,047","10,993","10,190","11,649","10,643","10,150","10,022",0.00,"26,817","25,749","29,841","28,215","27,580","27,947","28,032","28,216","28,989","27,129","25,716","26,865","26,861","25,332","28,719","26,980","27,339","27,491","28,128","26,920","27,215","28,123","28,324","28,025","27,763","25,972","30,060","29,563","30,360","28,807","28,227","27,324","25,347","26,832","25,908","25,502","27,045","25,876","28,272","23,996","28,099","26,027","26,336","25,530","23,072","23,575","23,029","23,175","20,368","20,184","23,240","21,070","22,674","22,165","20,375","19,575","18,571"
179.75,113.51,293.26,0,3,2,0,"11,558","11,596","11,856","13,285","13,010","12,840","12,193","12,795","12,509","11,594","12,270","12,017","11,996","12,663","12,754","14,590","13,921","14,715","13,672","14,090","13,822","14,170","15,168","14,076","13,509","14,805","14,183","16,517","16,153","15,688","14,732","15,240","14,533","14,699","14,518","13,086","14,245","14,382","14,706","16,318","16,310","15,833","15,138","14,990","15,483","13,677","14,180","13,131","12,838","14,332","14,289","16,200","15,387","16,643","15,287","14,755","13,863",0.00,"23,698","22,127","25,584","22,871","24,484","23,895","24,331","24,168","23,702","23,088","23,944","23,510","24,471","23,292","26,766","23,919","25,679","26,922","26,193","26,309","25,935","27,990","27,818","27,219","27,882","26,668","30,425","27,155","29,088","28,030","28,578","28,153","27,527","28,823","27,603","26,594","28,216","27,078","27,452","21,251","22,960","23,261","24,199","24,595","23,533","23,633","23,554","24,298","23,601","21,720","25,296","21,641","23,408","23,552","21,527","20,143","18,890"
114.12,52.84,166.96,0,3,2,0,"11,325","10,283","11,361","12,479","11,462","12,720","10,986","12,280","12,065","12,446","10,448","10,725","11,249","9,844","12,623","12,085","12,035","12,352","13,352","11,726","11,586","12,824","12,195","12,386","12,126","11,119","13,282","13,679","14,229","13,094","13,525","13,048","13,087","12,576","11,238","10,917","13,290","12,165","13,182","13,514","14,669","13,037","12,605","12,910","12,576","11,246","11,785","11,580","10,619","10,368","12,511","12,420","13,152","13,331","12,682","12,703","11,035",0.00,"28,616","25,855","30,380","30,141","31,044","30,485","31,472","32,883","34,218","34,295","29,939","31,558","30,566","29,010","36,070","32,223","33,468","33,594","34,632","34,257","33,156","36,108","35,015","35,098","35,172","32,727","37,351","35,913","37,442","34,905","36,621","36,690","36,571","39,236","35,903","36,404","35,228","34,635","39,095","30,258","31,096","29,189","31,568","33,341","30,716","31,477","30,621","30,608","28,028","26,864","29,952","29,060","30,262","28,216","27,014","24,997","22,093"
226.37,66.82,293.19,0,4,2,0,"12,772","11,800","14,394","14,438","14,863","14,318","15,692","13,090","16,739","12,068","12,871","14,482","12,935","11,972","15,620","14,226","14,880","14,234","15,455","15,809","14,837","15,242","14,119","13,854","14,485","13,770","16,845","17,709","17,890","16,130","17,094","17,350","15,553","15,498","14,464","14,372","15,115","14,220","17,774","17,510","15,536","17,423","18,102","18,722","15,610","20,066","16,222","15,550","15,582","14,308","17,180","17,661","18,995","18,869","18,893","18,291","16,539",0.00,"27,828","25,623","31,333","31,679","31,114","29,662","31,397","31,518","31,918","32,902","28,487","30,244","30,231","27,976","32,441","34,659","31,470","30,640","36,205","36,507","33,452","36,306","30,995","33,108","32,900","31,954","37,987","37,699","35,732","34,448","41,980","44,760","39,509","37,914","32,623","34,867","35,053","31,562","34,123","26,491","31,628","32,161","33,737","36,225","34,905","33,205","30,045","27,690","26,942","24,219","27,639","26,534","23,314","24,630","26,862","29,426","27,464"
178.2,54.02,232.22,1,3,2,0,"11,545","10,964","12,986","12,873","13,926","13,537","14,201","14,060","13,385","13,473","12,581","12,633","12,915","12,570","14,995","14,966","14,931","14,000","14,096","14,014","13,656","14,367","13,588","13,505","13,808","13,022","15,286","15,951","15,603","14,995","15,410","14,763","13,671","14,825","14,211","14,173","14,864","14,347","16,645","16,240","17,129","16,145","16,523","16,725","15,245","15,180","14,980","15,062","15,142","14,806","17,241","17,089","16,602","16,840","17,144","16,285","16,046",0.00,"26,084","25,312","29,586","28,767","28,486","28,928","30,057","29,872","30,399","31,972","28,777","32,156","31,221","30,304","34,265","32,985","32,780","32,242","33,401","33,381","31,117","33,422","31,848","33,131","32,268","32,052","35,734","35,245","35,439","34,955","34,944","34,417","33,561","36,327","36,600","36,514","36,015","33,291","34,726","24,323","27,134","27,121","29,152","30,291","27,971","28,739","26,347","27,673","26,596","26,324","29,665","32,103","26,819","28,804","27,226","25,766","25,552"
189.75,62.9,252.65,0,3,2,0,"12,509","8,814","10,687","12,619","13,774","13,125","13,173","13,357","12,517","12,794","11,293","10,009","10,355","9,106","11,442","12,787","13,512","12,170","12,104","11,629","13,138","13,991","11,645","11,153","10,658","10,536","13,283","15,680","15,190","14,063","12,678","14,152","13,724","14,920","11,893","9,911","10,578","9,620","12,031","12,180","14,949","13,316","13,621","12,205","13,108","11,752","11,382","10,111","9,234","9,000","12,031","13,187","13,671","13,253","14,455","15,530","14,588",0.00,"19,128","17,053","19,879","20,875","19,205","18,671","17,857","18,139","21,205","20,640","18,566","20,958","19,178","17,123","20,770","20,695","20,689","20,316","19,879","18,320","22,769","23,536","21,701","23,809","21,829","20,189","25,579","24,543","23,355","23,921","23,049","20,200","24,163","26,014","22,796","23,134","22,403","21,429","24,112","17,109","19,550","20,814","20,887","18,830","21,240","22,484","22,480","23,536","20,252","17,571","22,534","22,569","21,718","20,569","20,469","21,749","23,146"
140.7,32.42,173.12,0,3,2,0,"10,435","9,377","11,938","13,451","13,952","13,500","12,668","13,039","12,136","11,549","10,397","10,449","10,865","9,857","12,884","13,416","14,036","13,631","14,159","13,432","14,082","13,250","11,885","11,685","11,239","11,372","14,557","16,932","16,783","16,354","16,419","15,920","15,299","16,295","13,099","12,003","13,366","12,236","15,054","15,665","17,817","16,045","16,512","15,509","15,643","15,011","13,086","11,528","11,169","12,373","16,505","18,001","17,999","16,275","16,823","16,983","14,728",0.00,"25,120","21,145","26,380","28,449","25,568","24,978","26,669","25,992","25,403","27,551","24,150","28,122","27,765","24,747","29,688","30,408","27,806","26,033","28,103","26,678","27,028","29,506","26,972","31,518","29,400","27,583","32,811","34,683","31,564","29,604","31,184","30,605","30,994","33,401","29,811","32,079","32,798","30,112","32,579","25,767","28,190","28,202","28,398","24,885","24,342","25,559","24,445","26,178","22,543","22,068","26,881","28,277","26,499","24,921","23,884","25,621","24,016"
