พื้นที่ขาย(ตรม.),พื้นที่ Back Room(ตรม.),พื้นที่รวม(ตรม.),จำนวน Opentype 0.9 m,จำนวน Opentype 1.92 m,จำนวนตู้แช่ข้าวกล่องตัว,จำนวนตู้แช่ข้าวกล่องบาน,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,0.00,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep
168.5,61.76,230.26,0,3,2,0,"13,936","12,717","15,807","16,357","17,345","15,698","15,691","16,114","15,757","15,400","14,066","14,697","12,650","13,220","15,745","16,078","17,321","16,433","16,442","16,330","15,667","16,830","15,734","16,193","14,993","14,758","17,971","20,102","18,604","19,612","16,366","17,513","16,876","18,180","16,250","14,856","16,369","14,639","18,634","17,657","18,943","18,144","18,285","17,491","12,775","21,419","14,678","14,265","13,615","13,756","16,889","16,780","17,330","16,762","16,500","16,090","13,953",0.00,"23,817","22,277","25,075","23,837","23,263","24,601","25,061","24,294","26,026","24,110","24,534","23,497","24,469","24,451","25,355","24,122","24,865","24,197","25,986","26,011","25,195","25,308","25,015","24,825","24,904","24,192","26,023","24,659","24,876","24,678","26,677","25,643","24,684","26,276","25,494","24,770","25,020","25,166","25,998","17,560","19,093","19,959","22,173","25,346","24,758","24,608","23,146","21,845","21,408","23,766","27,055","20,601","21,433","21,987","20,991","18,592","17,808"
156.87,56.57,213.44,1,3,2,0,"13,902","12,619","15,320","16,184","16,122","14,847","14,587","15,238","14,527","15,429","14,305","13,508","13,385","12,531","15,197","15,487","15,790","15,557","15,199","15,533","15,205","16,580","15,077","15,089","14,691","14,501","17,717","17,925","18,776","16,215","17,031","16,183","15,690","17,175","19,011","14,998","16,872","14,884","18,056","17,844","18,160","16,724","17,906","16,019","15,764","14,903","14,675","14,523","14,076","14,575","18,916","18,726","18,030","17,900","17,169","16,402","15,330",0.00,"39,871","36,744","42,485","43,466","41,451","39,039","39,824","39,614","39,874","39,439","34,863","38,128","34,300","33,604","40,429","39,344","39,397","37,774","38,109","36,136","36,800","40,481","36,880","39,780","37,629","36,122","40,938","41,193","40,096","32,415","37,885","36,402","36,960","38,333","38,009","38,081","37,863","38,024","39,092","28,166","29,844","28,444","31,262","29,467","28,920","29,764","35,634","29,723","27,991","25,575","29,510","28,243","29,149","28,476","26,425","25,882","27,295"
161.82,89.77,251.59,1,3,3,3,"16,096","14,482","16,708","15,835","16,886","15,990","15,677","16,334","15,801","15,703","14,305","14,325","14,717","13,712","16,868","16,984","17,069","16,940","16,617","16,468","16,074","17,521","16,441","16,843","15,680","15,591","17,875","19,695","20,431","19,726","18,950","18,406","17,017","18,822","16,647","16,067","17,424","16,165","18,501","18,302","19,565","17,500","17,796","17,299","16,794","15,778","16,395","15,987","14,981","15,644","19,066","18,908","19,689","19,158","19,197","18,299","17,571",0.00,"35,231","33,193","38,263","36,925","37,229","38,007","37,517","37,779","39,519","38,928","36,956","37,407","37,346","34,890","40,920","37,403","40,709","39,813","40,010","38,066","37,913","41,220","38,928","39,696","37,761","35,807","37,748","35,843","37,308","36,459","37,458","38,619","36,301","38,186","36,727","36,734","37,054","35,460","37,044","28,305","27,700","25,882","30,395","27,188","30,102","27,544","26,541","27,287","27,097","24,297","27,422","25,541","25,470","25,367","23,242","21,911","21,842"
136,57.63,193.63,0,4,2,0,"15,526","13,843","16,915","17,199","17,419","17,149","17,160","16,752","17,045","17,374","15,667","14,994","15,487","14,461","10,548","15,087","16,862","16,243","16,574","16,130","16,475","18,422","16,416","16,237","15,117","15,249","17,714","18,855","19,868","17,969","17,385","16,714","16,173","18,750","16,124","15,833","17,017","15,644","20,150","19,748","21,059","20,289","16,679","19,485","19,266","17,363","17,499","16,453","15,803","16,148","20,284","19,948","20,773","20,643","18,399","16,686","14,574",0.00,"34,940","31,835","38,087","38,396","37,301","36,206","37,826","36,164","37,657","38,736","36,022","38,897","36,716","34,979","17,791","31,304","38,026","37,556","38,668","37,485","37,946","41,264","38,214","40,307","38,798","39,201","44,475","44,989","45,341","43,383","45,111","43,874","43,003","47,844","42,738","42,448","43,553","40,199","44,187","35,445","38,567","35,288","35,431","33,014","30,915","31,512","31,538","32,490","33,537","30,719","36,243","33,900","32,969","32,281","28,699","25,642","26,607"
218.5,26.56,245.06,1,3,2,0,"14,434","13,078","15,423","15,941","16,708","16,626","6,694","14,162","17,312","15,869","14,645","14,747","14,557","13,822","16,595","16,536","16,863","17,074","17,683","17,032","15,660","15,388","14,969","14,845","14,490","13,722","16,098","17,926","18,295","17,212","17,647","16,822","14,691","16,493","15,534","14,901","16,059","14,824","17,322","17,020","17,845","16,033","16,061","16,023","15,466","14,678","14,807","13,948","12,872","12,594","15,237","14,993","16,320","16,502","15,471","15,458","15,412",0.00,"27,224","25,675","30,347","29,944","29,285","29,049","8,618","22,146","28,795","30,329","28,376","31,514","29,608","27,135","30,849","28,601","29,849","30,275","30,696","29,031","29,326","30,428","30,705","31,128","30,487","29,207","32,233","34,110","33,958","33,015","33,599","33,146","32,800","35,245","34,052","35,864","36,113","33,255","32,323","20,852","25,173","26,192","26,302","24,965","23,137","22,731","22,356","23,156","19,839","20,214","23,312","22,080","21,911","21,105","18,837","18,176","17,340"
169.08,15.09,184.17,1,3,2,0,"13,505","12,064","15,167","16,731","16,898","15,786","15,519","16,466","15,743","15,360","13,367","13,103","14,247","12,723","16,328","17,337","18,343","17,662","16,989","16,704","16,621","17,547","16,028","15,959","14,724","14,775","17,980","19,093","18,878","17,288","17,309","16,180","15,191","16,364","14,477","14,206","15,116","13,788","17,530","16,916","19,676","19,149","18,957","17,169","17,675","15,934","14,995","14,593","13,656","13,129","17,914","18,837","19,074","18,479","17,978","18,373","16,165",0.00,"36,797","32,085","37,587","40,449","38,742","35,347","35,612","36,735","35,939","37,815","33,889","37,501","37,638","32,528","38,812","40,430","42,950","38,763","37,403","37,312","37,962","41,158","39,779","43,643","41,309","38,084","43,968","45,671","41,220","34,949","31,648","29,773","30,141","33,411","29,639","31,812","32,008","28,768","32,086","25,961","29,496","28,968","28,810","26,926","26,592","27,220","26,697","29,637","26,752","24,948","29,221","27,613","26,501","25,492","23,851","24,519","25,144"
112.11,67.11,179.22,0,4,2,0,"14,480","12,955","16,249","17,214","17,227","16,723","15,759","16,095","15,944","15,326","13,850","13,156","13,243","12,096","14,774","14,792","15,520","15,306","15,115","14,527","14,371","15,201","14,303","14,191","13,162","13,319","15,597","16,398","17,399","15,685","16,043","15,230","14,334","15,884","14,136","13,697","14,886","13,321","16,337","15,848","17,157","15,737","16,126","15,811","15,444","14,606","14,044","13,711","12,779","12,347","15,559","14,839","15,718","15,374","14,916","14,855","12,660",0.00,"41,624","39,664","47,879","45,425","47,538","46,592","46,632","46,393","46,137","44,700","42,873","40,725","41,566","37,993","45,271","39,890","48,660","43,998","44,288","41,921","41,879","44,209","42,468","42,275","41,492","38,556","44,705","41,573","44,294","42,848","44,102","41,521","40,282","40,842","38,533","37,174","37,778","35,748","36,783","27,242","28,568","29,524","32,123","33,879","33,704","33,419","31,807","30,280","26,162","26,826","32,278","27,085","27,089","27,596","24,927","22,367","21,389"
110.76,23.01,133.77,3,2,2,2,"14,256","13,123","15,320","15,493","15,432","15,931","15,822","16,521","15,602","15,760","14,379","13,921","14,121","13,120","15,063","14,442","14,586","14,587","15,680","15,338","14,145","14,593","14,466","14,777","14,524","13,676","16,115","16,283","16,852","15,448","15,770","15,238","15,020","15,776","14,440","14,277","14,057","13,309","15,001","14,958","15,446","14,045","14,531","14,915","13,413","12,848","12,762","12,722","12,285","11,733","14,311","13,511","14,976","15,142","14,677","14,134","12,696",0.00,"33,180","32,493","37,129","33,815","35,990","37,558","37,293","38,130","37,174","36,983","34,985","34,592","33,608","32,014","36,850","33,067","35,898","35,397","36,255","35,126","33,346","35,695","34,353","33,999","32,749","31,207","36,439","35,524","37,794","36,424","36,446","35,336","34,537","36,254","33,794","32,873","33,921","31,904","35,596","25,406","26,291","25,119","25,798","26,505","26,488","27,531","28,100","28,448","27,220","25,401","29,331","28,387","29,877","29,143","30,342","26,221","22,979"
125.59,26.13,151.72,1,4,3,3,"13,717","11,813","13,003","13,456","14,459","13,576","13,244","13,858","13,676","13,043","11,774","11,524","11,971","11,047","13,337","13,046","13,569","13,331","13,061","12,487","12,501","13,201","12,554","12,859","11,958","12,347","14,522","15,436","15,960","14,651","14,358","14,001","13,647","14,981","13,967","13,545","14,670","14,016","16,354","15,564","16,498","14,658","15,038","15,313","14,416","13,281","13,798","12,840","12,749","12,224","15,520","15,105","15,686","15,645","15,280","15,428","14,974",0.00,"23,492","21,283","24,610","23,810","23,920","22,610","23,356","23,449","24,448","25,371","23,570","24,554","23,830","21,566","25,654","24,135","24,540","23,643","23,805","22,798","22,284","24,865","23,606","24,845","23,880","22,135","26,296","25,904","26,259","24,317","24,603","25,364","27,519","27,364","25,402","25,173","27,970","27,066","28,905","23,961","22,999","20,666","21,826","20,877","19,769","20,301","21,300","21,431","22,495","20,890","23,296","22,363","24,082","22,854","23,390","22,810","19,564"
101.94,53.19,155.13,0,3,1,0,"9,601","8,649","10,692","11,559","12,275","11,905","11,896","12,212","11,703","11,435","9,892","9,313","9,804","8,452","10,977","11,347","12,291","12,449","12,360","11,865","11,726","11,599","10,543","10,445","9,851","10,247","12,680","14,103","13,828","13,411","13,631","12,801","12,147","12,788","11,022","10,246","11,161","10,312","12,376","12,175","12,805","12,198","13,175","12,235","12,255","11,225","10,540","9,728","9,477","9,200","12,003","12,480","13,517","12,957","12,878","13,033","12,145",0.00,"20,666","17,813","21,446","22,487","21,671","22,446","21,002","21,585","20,605","20,277","18,142","21,142","20,655","17,907","21,821","21,374","20,611","19,231","19,224","18,808","18,754","20,341","19,650","20,909","19,563","18,216","22,063","22,269","21,473","20,485","20,246","19,168","19,054","20,954","18,809","20,693","19,739","18,109","19,666","11,544","15,133","17,759","20,085","20,588","20,874","20,734","19,606","16,600","15,309","14,221","17,830","16,102","19,963","19,183","18,805","18,446","18,482"
113.35,15.6,128.95,3,1,2,2,"16,474","15,400","19,814","21,036","21,181","19,761","18,844","17,651","17,537","16,480","16,254","16,471","17,615","15,634","18,517","18,490","19,015","19,463","19,484","19,483","18,628","19,794","18,385","18,302","17,332","17,590","20,202","20,606","21,095","18,978","18,587","18,971","17,751","18,645","16,808","17,188","18,642","17,407","20,650","20,105","21,602","19,914","20,855","19,568","17,736","16,548","16,851","16,789","16,473","16,365","20,600","19,579","20,135","19,855","19,828","18,931","17,491",0.00,"33,380","30,203","34,544","32,400","31,683","32,573","32,854","32,410","32,957","32,422","32,619","34,495","32,538","29,623","34,954","32,535","33,566","34,440","35,481","36,311","39,700","39,017","36,309","38,097","36,813","35,579","39,735","37,760","40,864","31,235","31,455","30,655","29,919","31,966","30,982","31,911","31,013","30,110","32,493","26,038","27,098","26,346","29,029","29,028","25,528","25,175","26,705","26,096","24,694","23,383","27,034","25,385","24,534","22,048","22,141","22,672","22,161"
123.76,37.28,161.04,2,2,2,0,"10,896","9,916","13,277","14,920","15,262","13,723","13,715","14,540","14,169","13,461","12,309","11,299","11,437","11,086","13,992","14,694","15,642","14,007","14,781","14,781","14,987","14,261","12,757","12,371","13,901","13,627","16,684","18,661","20,170","18,226","18,702","17,298","16,667","17,057","15,380","13,856","14,496","13,782","16,766","17,424","19,511","18,990","20,103","18,441","18,093","18,039","17,058","15,369","15,281","15,610","20,003","18,697","19,140","19,030","19,336","19,229","17,972",0.00,"35,603","31,510","38,258","36,193","31,962","30,505","32,393","32,802","31,297","32,566","32,430","32,383","32,628","30,345","34,950","33,349","33,002","33,829","34,652","34,113","34,153","34,306","32,336","34,843","33,336","30,262","34,585","35,008","34,509","32,835","34,769","32,756","32,055","34,227","33,500","33,614","33,491","31,324","33,169","26,266","27,729","28,568","32,133","32,265","30,874","31,519","28,997","29,741","29,648","28,027","31,630","28,150","27,520","30,181","27,423","27,977","27,148"
158.91,59.1,218.01,0,3,2,0,"13,170","12,194","15,236","15,943","15,765","15,217","14,912","15,435","15,080","15,537","13,838","13,752","14,151","13,282","15,980","16,141","16,260","15,620","15,730","14,955","15,144","15,991","14,167","14,739","14,395","14,018","16,618","17,989","18,484","17,226","17,285","16,372","15,492","17,227","15,285","16,133","17,543","16,149","18,213","18,104","19,682","18,316","18,703","17,298","17,260","15,610","15,474","15,249","14,970","14,693","18,352","18,463","18,549","17,856","17,581","16,910","15,632",0.00,"35,168","28,531","33,006","35,030","30,356","31,189","33,406","32,711","32,367","35,584","30,947","36,045","33,080","30,716","34,735","34,858","32,565","30,411","33,663","31,350","32,598","36,117","33,062","37,543","33,505","31,769","35,254","36,590","34,580","33,431","36,157","33,003","32,678","36,442","34,848","37,667","36,723","35,472","36,457","32,000","35,327","36,500","37,816","35,893","33,400","33,910","34,245","35,561","34,492","31,942","36,156","35,077","32,161","32,399","30,326","28,878","29,090"
146.03,24.3,170.33,2,2,5,0,"16,634","15,547","5,741","15,673","15,861","14,749","14,740","15,167","14,739","15,449","14,287","13,902","14,209","13,152","15,832","15,647","16,359","15,947","16,072","15,493","14,937","16,231","14,496","14,560","14,167","13,826","16,093","16,823","16,791","15,607","15,534","15,234","15,033","16,344","15,074","14,589","15,530","14,416","16,989","16,771","17,821","16,235","16,739","16,360","16,342","15,196","15,160","14,887","14,049","13,681","16,291","17,015","17,648","16,929","16,740","16,511","14,794",0.00,"40,536","38,311","10,015","41,832","42,455","42,588","44,391","44,667","43,195","43,401","42,515","43,257","42,259","39,013","46,703","44,703","47,098","45,987","47,414","46,535","46,639","48,633","45,428","47,402","46,590","43,734","49,123","48,147","48,643","47,946","47,877","46,741","45,622","47,775","45,509","45,430","46,820","44,931","43,295","35,670","37,672","37,091","39,213","39,003","38,039","38,140","36,781","38,595","35,493","34,411","39,520","36,666","38,651","35,776","33,567","33,092","31,325"
148.38,14.01,162.39,1,3,2,0,"14,804","13,299","15,469","16,528","15,826","15,300","14,629","15,217","15,273","15,082","14,389","13,521","13,932","13,226","15,771","16,760","17,298","17,183","16,363","15,962","15,586","16,962","14,546","14,762","14,368","13,972","17,271","20,238","19,985","17,142","16,248","15,485","14,796","15,697","13,843","13,238","14,098","13,141","15,272","15,851","17,211","15,693","16,512","14,581","14,155","13,283","13,005","12,518","11,558","11,740","15,917","15,778","15,756","15,895","16,941","16,029","14,612",0.00,"37,205","35,517","38,593","42,993","39,506","38,276","38,656","37,401","36,823","37,077","33,810","37,942","36,714","32,504","38,694","40,536","38,709","37,067","37,565","35,444","35,279","39,158","39,710","40,223","36,648","34,542","38,442","39,599","38,105","36,609","36,616","33,553","33,852","36,242","33,225","35,400","33,229","32,720","34,094","29,240","31,179","28,723","29,825","27,381","27,858","28,223","27,688","28,155","27,192","24,888","29,346","27,520","26,500","25,596","24,830","22,440","21,958"
156.28,95.79,252.07,0,4,5,0,"15,875","14,254","17,804","18,734","18,439","17,709","17,909","18,156","17,513","17,263","15,897","14,877","15,061","13,620","17,110","17,573","18,110","18,017","18,284","18,301","17,717","18,139","16,175","16,173","15,452","15,872","18,702","19,451","19,440","19,406","19,157","18,809","17,233","18,519","16,404","15,493","16,833","15,500","18,587","18,401","20,118","18,897","19,810","18,189","17,755","16,028","15,436","14,487","13,355","13,943","17,835","18,031","19,026","18,889","18,857","19,197","17,391",0.00,"36,309","33,291","40,283","40,965","40,399","39,267","39,108","38,456","38,923","39,031","36,660","37,789","37,950","33,248","39,897","37,848","38,420","38,840","39,215","37,550","38,391","39,947","36,137","35,930","32,369","30,369","36,946","34,953","33,091","34,445","34,920","33,661","31,624","32,846","29,724","30,296","31,564","36,378","37,313","26,007","27,934","26,433","32,657","34,193","33,320","32,285","31,454","31,119","26,862","25,641","32,233","25,576","25,867","28,916","27,360","28,045","27,583"
106.72,26.81,133.53,0,2,2,0,"13,212","11,835","12,540","15,873","16,405","15,506","14,922","15,629","15,201","15,043","14,171","13,279","13,034","11,902","14,824","15,868","16,361","15,082","15,223","15,047","15,327","16,382","13,988","13,707","13,036","12,724","15,887","17,473","18,649","15,914","16,220","15,202","14,988","15,800","14,142","12,956","13,776","13,101","15,996","16,462","18,940","17,634","19,467","18,205","18,952","16,877","15,954","13,719","12,588","12,433","16,276","16,092","18,407","16,835","16,696","17,013","18,067",0.00,"37,343","33,530","41,817","40,879","41,836","36,573","41,718","44,126","45,120","41,971","42,173","39,034","39,607","38,169","44,169","41,650","41,466","36,433","40,624","41,551","42,749","43,483","41,536","38,367","40,126","37,829","43,631","44,095","44,844","39,798","44,818","42,661","42,947","43,615","40,254","40,953","41,329","39,890","41,126","25,641","25,364","25,798","29,053","30,138","28,845","30,809","28,583","29,759","29,025","28,163","35,338","29,747","28,896","29,824","28,584","28,511","28,491"
155.7,109.59,265.29,0,4,2,0,"11,459","10,734","13,511","13,690","14,676","13,879","13,718","14,332","14,274","14,357","12,876","12,313","12,072","11,352","13,563","14,317","15,419","13,968","15,003","15,054","15,788","16,227","14,301","13,766","12,953","12,840","14,622","15,806","19,046","17,033","16,777","17,247","17,250","16,787","14,416","12,740","12,632","12,411","14,940","14,583","17,210","16,434","17,412","17,357","16,783","16,113","14,740","13,696","13,209","12,259","15,176","15,876","17,038","16,099","15,348","15,089","15,362",0.00,"30,874","31,646","35,584","34,260","36,899","26,742","28,222","35,265","38,411","38,148","28,267","28,440","29,418","31,481","34,819","32,624","35,022","22,394","27,410","28,103","35,229","39,014","35,919","37,898","24,616","32,515","35,369","34,869","42,624","26,565","28,029","37,341","46,674","38,166","33,864","34,564","25,455","31,832","28,843","17,122","18,829","20,152","22,144","24,619","25,411","26,880","23,592","22,229","16,742","16,166","22,953","22,610","22,147","18,435","16,767","17,825","18,732"
132.92,64.34,197.26,0,5,2,0,"15,481","14,973","16,804","15,994","16,406","15,892","16,648","16,801","15,889","15,816","15,062","15,186","15,007","14,344","15,833","15,925","15,249","13,606","14,011","13,951","13,490","14,003","13,537","14,563","15,011","13,770","16,261","16,464","15,884","14,409","14,617","13,839","13,696","14,669","13,893","14,498","15,194","14,275","15,928","14,101","14,949","13,712","15,103","14,984","14,162","14,364","14,851","14,507","14,215","12,883","14,928","14,186","14,470","13,817","13,855","13,526","12,895",0.00,"32,095","29,881","33,873","32,393","30,716","30,837","30,989","30,773","31,616","32,149","30,683","33,807","31,132","29,600","33,053","30,030","28,800","27,995","26,961","26,403","26,081","27,791","26,633","28,586","29,427","27,612","31,418","30,373","29,735","28,792","29,312","28,580","28,603","29,909","28,799","30,544","31,331","28,623","30,178","21,000","25,674","27,215","28,676","27,724","25,579","25,490","24,391","25,623","24,424","22,646","25,267","23,257","22,907","24,357","22,718","22,033","22,664"
173.38,52.52,225.9,0,4,2,0,"12,193","11,169","12,752","12,507","12,805","12,426","12,590","12,344","12,386","12,778","12,771","12,694","12,607","12,066","14,137","13,725","14,012","13,459","13,722","13,290","13,177","13,634","13,055","13,639","13,149","12,435","14,441","14,050","14,270","13,835","14,148","13,500","12,873","13,720","13,106","14,009","14,294","13,265","14,915","13,833","14,137","13,407","14,141","13,979","13,120","12,976","12,708","13,001","13,343","12,116","14,094","13,181","13,523","12,986","13,280","12,874","12,484",0.00,"27,785","27,222","28,120","26,492","27,474","29,271","29,227","28,543","29,858","28,089","29,449","31,386","29,652","28,047","33,368","28,171","32,666","34,321","32,945","31,377","30,883","32,136","31,925","32,512","32,286","31,688","35,206","31,594","37,064","34,494","34,103","33,310","32,407","33,981","32,266","32,930","33,723","32,312","31,692","21,868","24,380","26,526","30,702","31,899","28,303","30,503","28,031","30,103","30,069","26,651","30,667","25,515","23,581","26,084","25,987","23,741","24,941"
177.08,45.98,223.06,0,3,2,0,"10,656","9,422","11,882","12,915","13,434","12,624","12,357","13,160","12,708","13,141","11,930","11,297","11,113","10,306","12,294","12,972","14,090","13,492","13,167","13,055","12,630","13,181","11,432","11,303","11,161","10,563","13,086","13,894","15,942","14,998","14,465","13,129","13,040","13,776","12,752","11,342","12,202","11,772","14,178","14,263","15,191","14,341","14,785","13,417","13,548","13,747","12,827","12,861","12,043","11,145","14,127","14,533","15,162","14,422","14,507","15,335","14,449",0.00,"26,515","22,309","27,599","31,234","28,041","28,110","27,536","26,229","26,550","29,443","27,017","30,225","28,450","23,655","30,510","30,143","28,781","28,558","29,449","27,384","32,215","29,678","25,951","30,379","26,061","24,149","27,269","28,403","27,887","26,278","25,682","22,962","25,594","27,386","24,264","27,036","25,153","23,665","24,565","18,961","20,535","22,192","23,423","19,524","20,215","24,067","24,350","25,714","19,978","18,089","22,520","20,573","19,782","19,938","19,179","20,814","20,955"
125.01,41.87,166.88,2,2,2,0,"9,951","8,978","11,005","10,916","7,045","6,846","9,610","10,367","9,839","10,152","9,248","9,143","9,545","8,784","10,614","10,746","10,687","10,719","10,575","10,172","10,010","10,865","9,974","10,054","9,757","10,217","11,391","11,690","12,243","11,123","11,577","11,526","10,509","10,692","9,590","9,790","11,261","9,767","11,529","11,284","12,122","11,139","10,972","11,041","10,777","10,579","10,049","11,197","11,167","10,705","13,481","14,036","13,949","14,559","14,778","14,879","13,766",0.00,"28,868","27,002","31,975","29,853","15,565","20,108","30,725","32,270","32,137","33,304","30,810","31,931","31,720","31,041","35,640","31,054","31,958","31,541","32,334","31,414","32,007","34,840","33,165","34,419","32,543","30,249","34,575","33,429","35,746","34,616","33,659","33,155","32,834","35,201","34,159","34,131","33,055","31,801","35,670","29,612","31,807","31,876","26,818","28,107","28,804","28,581","27,523","28,322","28,739","25,438","28,566","26,407","28,830","29,613","28,860","24,893","23,549"
143.86,26.05,169.91,1,3,2,0,"13,897","13,026","16,112","15,941","16,010","15,395","15,586","16,024","15,616","15,232","14,596","14,582","15,031","13,255","16,275","15,806","15,938","15,704","15,877","15,588","15,375","15,964","15,021","15,502","14,703","14,984","18,206","19,175","18,941","17,248","17,109","16,091","15,258","16,371","14,670","14,591","15,724","14,424","17,433","16,993","18,512","16,610","16,777","16,761","15,942","14,776","14,460","14,995","14,679","14,159","17,238","16,790","18,174","16,877","16,615","16,056","14,605",0.00,"47,189","43,198","50,803","51,432","50,634","48,065","49,800","49,218","49,988","52,441","47,151","50,774","48,707","33,245","39,246","37,527","38,191","36,974","37,747","36,666","36,410","38,702","37,354","40,042","38,428","37,003","41,776","39,408","39,382","37,216","38,674","38,815","35,730","37,710","35,219","36,039","35,129","34,173","38,997","31,872","33,592","32,930","33,646","32,966","31,361","31,961","31,493","33,279","34,957","31,109","32,798","33,121","35,291","32,576","31,123","27,581","26,484"
133.13,18.42,151.55,1,2,1,0,"14,590","12,742","14,075","16,496","16,224","13,972","14,057","15,366","14,499","14,143","13,959","13,188","14,014","13,099","14,335","15,402","14,978","14,275","14,256","13,677","14,186","15,926","14,329","13,623","15,014","13,661","15,624","17,269","16,743","16,052","14,365","15,532","14,980","15,818","13,848","12,940","15,339","14,276","16,355","16,506","16,376","16,246","16,016","15,319","14,524","15,364","14,435","14,130","13,363","11,281","17,190","16,796","14,637","16,421","15,199","14,225","15,052",0.00,"36,570","32,642","41,898","39,763","37,321","36,678","36,987","35,889","36,557","36,547","34,099","39,113","37,028","34,376","42,445","40,081","39,658","38,102","39,095","38,031","36,311","38,734","37,206","39,356","35,837","35,063","42,137","39,497","37,743","37,005","37,836","36,593","35,143","37,549","34,760","36,066","35,881","33,613","35,514","28,487","29,803","29,939","29,675","28,746","28,042","27,986","26,186","28,247","28,177","26,091","24,677","25,878","24,419","25,869","27,683","25,792","25,492"
145.12,58.7,203.82,1,3,2,0,"14,096","13,422","16,817","16,956","17,519","17,786","17,416","18,028","16,493","16,796","15,206","14,960","15,837","15,002","18,118","18,343","18,344","18,668","19,058","18,481","18,054","19,426","18,892","19,097","18,474","17,726","20,677","21,753","22,651","20,792","19,325","18,197","17,210","18,213","16,287","16,003","16,696","14,965","18,027","17,496","19,175","16,833","18,457","18,671","17,512","16,081","15,342","14,786","13,883","14,488","18,335","17,677","18,698","17,845","16,626","15,925","13,690",0.00,"41,170","39,524","53,207","50,045","49,062","48,599","47,709","47,661","44,862","51,360","44,627","43,132","43,090","39,856","50,624","45,458","47,939","49,730","45,529","45,082","41,227","50,731","44,279","42,280","40,470","36,965","46,384","44,927","44,708","44,115","42,648","44,009","38,949","47,524","41,726","36,388","39,192","36,110","31,219","18,531","20,996","22,335","29,474","31,062","30,154","31,033","30,425","28,885","16,679","24,556","27,080","20,649","18,642","18,741","16,994","16,034","15,017"
151.87,55.12,206.99,0,4,2,0,"13,591","12,486","16,022","15,741","15,967","15,206","15,172","15,391","14,870","14,470","13,828","13,447","13,933","12,893","15,496","15,425","15,880","15,856","15,890","15,732","15,273","16,343","15,567","15,432","14,761","14,931","17,637","18,780","19,132","17,172","17,273","17,335","16,725","17,394","15,826","15,910","17,355","16,629","19,047","18,162","19,780","17,900","18,131","17,067","16,514","15,804","15,331","14,672","14,390","14,229","17,400","16,533","19,200","18,167","15,996","16,278","14,841",0.00,"21,390","19,913","24,420","23,867","24,796","24,655","24,694","22,531","23,289","22,531","22,815","23,729","24,041","22,715","26,283","24,257","26,306","26,327","26,796","25,524","25,514","26,802","26,431","26,988","26,117","24,903","28,756","28,065","30,037","28,412","28,141","27,207","26,203","27,554","26,622","26,819","27,241","26,371","28,671","22,747","24,285","23,298","24,097","24,158","23,459","23,516","23,843","23,719","22,638","20,920","23,497","21,815","22,838","22,165","17,889","18,011","16,857"
175.26,14.58,189.84,2,3,2,0,"13,863","12,830","14,786","14,339","15,850","15,530","15,867","15,277","14,788","15,031","13,973","14,440","14,557","13,921","15,812","15,849","16,886","16,967","17,951","17,942","16,447","17,401","16,605","17,309","17,273","15,424","17,051","17,786","18,334","17,033","17,379","17,344","16,908","17,541","15,724","15,912","16,460","15,584","16,867","17,296","17,882","16,736","16,930","16,948","16,081","16,166","15,690","15,745","15,700","14,958","16,886","17,111","17,469","17,086","17,504","16,009","15,428",0.00,"34,351","32,059","35,888","34,900","35,288","33,933","32,816","29,670","28,965","28,257","25,792","29,651","29,819","27,538","29,951","27,947","29,139","29,428","31,051","32,096","30,540","33,508","31,561","33,844","32,161","29,486","34,007","33,194","34,255","34,433","34,389","34,290","32,497","32,754","32,026","32,926","33,525","30,893","32,428","24,918","26,175","26,539","27,244","27,507","25,745","25,767","22,950","24,616","23,465","22,045","24,852","23,178","20,944","21,706","19,992","20,067","20,557"
